Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
283003,Takumi-yama,Cone of Oki-Dogo,,,,,,,,,,,,,,,,,,,,,,,
305050,Ta-ku-Shan-tzu,Synonym of Dayishan,,,,,,,,,,,,,,,,,,,,,,,
273082,Tala,Dome of Natib,,,,,,,,,,,,,,,,,,,,,,,
268010,Tala,Synonym of Dukono,,,,,,,,,,,,,,,,,,,,,,,
373070,Talabunga,Shield volcano of Fremrinamar,,,,,,,,,,,,,,,,,,,,,,,
263150,Talagabodas,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.208,108.07,2201,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,7953,68266,2388005,24525517
261130,Talakmau,Complex,Unknown,Indonesia,Indonesia,Sumatra,0.079,99.98,2919,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,75,3261,352639,2728121
261130,Talamau,Synonym of Talakmau,,,,,,,,,,,,,,,,,,,,,,,
261160,Talang,Stratovolcano,2007,Indonesia,Indonesia,Sumatra,-0.979,100.681,2575,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,1593,18512,214975,3283153
257030,"Talao, Vuti",Cone of Ambae,,,,,,,,,,,,,,,,,,,,,,,
252060,Talasea Government Station,Thermal of Garua Harbour,,,,,,,,,,,,,,,,,,,,,,,
252060,Talasea Harbour,Synonym of Garua Harbour,,,,,,,,,,,,,,,,,,,,,,,
273010,Talatak,Dome of Bulusan,,,,,,,,,,,,,,,,,,,,,,,
252010,"Talawe, Mount",Stratovolcano of Langila,,,,,,,,,,,,,,,,,,,,,,,
302050,Talaya Group,Cone of Tunkin Depression,,,,,,,,,,,,,,,,,,,,,,,
211070,Talbot Bank,Submarine crater of Campi Flegrei del Mar di Sicilia,,,,,,,,,,,,,,,,,,,,,,,
273080,Talim Island,Stratovolcano of Laguna Caldera,,,,,,,,,,,,,,,,,,,,,,,
272010,"Talines, Mount",Cone of Cuernos de Negros,,,,,,,,,,,,,,,,,,,,,,,
273070,Talisay,Caldera of Taal,,,,,,,,,,,,,,,,,,,,,,,
261160,Tallang,Synonym of Talang,,,,,,,,,,,,,,,,,,,,,,,
221124,Talléa,Cone of Gufa,,,,,,,,,,,,,,,,,,,,,,,
251060,Talo,Stratovolcano of Umboi,,,,,,,,,,,,,,,,,,,,,,,
344020,"Talolinga, Loma",Pyroclastic cone of San Cristobal (Nicaragua),,,,,,,,,,,,,,,,,,,,,,,
252090,Talopu Hot Spring,Hot Spring of Sulu Range,,,,,,,,,,,,,,,,,,,,,,,
344091,"Talpetate, Cerro",Dome of Apoyeque,,,,,,,,,,,,,,,,,,,,,,,
341130,Talquian,Synonym of Chichuj,,,,,,,,,,,,,,,,,,,,,,,
305050,Ta-Lung-wan,Synonym of Dalongwan,,,,,,,,,,,,,,,,,,,,,,,
252090,"Talutu, Mount",Dome of Sulu Range,,,,,,,,,,,,,,,,,,,,,,,
241100,Tama Lakes,Crater of Ruapehu,,,,,,,,,,,,,,,,,,,,,,,
383050,"Tamacite, Montaña",Cone of Fuerteventura,,,,,,,,,,,,,,,,,,,,,,,
343020,Tamagastepec,Synonym of Tamages,,,,,,,,,,,,,,,,,,,,,,,
283260,Tamagawa Spa,Thermal of Akita-Yakeyama,,,,,,,,,,,,,,,,,,,,,,,
343020,Tamages,Cone of Santa Ana,,,,,,,,,,,,,,,,,,,,,,,
256010,Tamami,Synonym of Tinakula,,,,,,,,,,,,,,,,,,,,,,,
263070,Taman Saat,Crater of Patuha,,,,,,,,,,,,,,,,,,,,,,,
263040,"Taman, Kawah",Thermal of Perbakti-Gagak,,,,,,,,,,,,,,,,,,,,,,,
263330,Tamanhidup,Crater - Cone of Iyang-Argapura,,,,,,,,,,,,,,,,,,,,,,,
263330,Tamankering,Crater - Cone of Iyang-Argapura,,,,,,,,,,,,,,,,,,,,,,,
263330,Tamankring,Cone of Iyang-Argapura,,,,,,,,,,,,,,,,,,,,,,,
283220,Tamano-ike,Crater of Chokaisan,,,,,,,,,,,,,,,,,,,,,,,
264010,Tamansari Group,Crater of Batur,,,,,,,,,,,,,,,,,,,,,,,
333060,Tamarii Seamount,Synonym of Macdonald,,,,,,,,,,,,,,,,,,,,,,,
355021,Tambo Quemado,Pyroclastic shield,Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-18.62,-68.75,4215,Subduction zone / Continental crust (>25 km),Evidence Credible,Rhyolite, , , , , , , , , ,113,541,4293,48050
264040,Tambora,Stratovolcano,1967,Indonesia,Indonesia,Lesser Sunda Islands,-8.25,118,2850,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,4156,11331,89006,1036033
257030,"Tambunarakwe, Viti",Cone of Ambae,,,,,,,,,,,,,,,,,,,,,,,
225010,"Tamertiou, Tarso","Cone of Tousside, Tarso",,,,,,,,,,,,,,,,,,,,,,,
383060,"Tamia, Montaña",Cone of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
273060,"Tamlang, Mount",Cone of San Pablo Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
264270,Tamojang,Synonym of Tamoyang,,,,,,,,,,,,,,,,,,,,,,,
264270,Tamoyang,Crater of Sirung,,,,,,,,,,,,,,,,,,,,,,,
271020,Tampad,Cone of Matutum,,,,,,,,,,,,,,,,,,,,,,,
263131,Tampomas,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-6.77,107.95,1684,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,47404,194503,2301649,24709382
266070,Tampusu,Synonym of Tompusu,,,,,,,,,,,,,,,,,,,,,,,
257100,Tana,Synonym of Yasur,,,,,,,,,,,,,,,,,,,,,,,
311241,Tana,Stratovolcano(es),Unknown,United States,Alaska,Aleutian Islands,52.83,-169.77,1170,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Rhyolite, , , , , , , , , ,0,0,0,8
311080,Tanaga,Stratovolcano(es),1914,United States,Alaska,Aleutian Islands,51.885,-178.146,1806,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,0,0
282043,Tanagiyama,Stratovolcano of Kuchinoshima,,,,,,,,,,,,,,,,,,,,,,,
268010,Tanah Lapang,Crater of Dukono,,,,,,,,,,,,,,,,,,,,,,,
311230,Tanak-Angunak,Synonym of Carlisle,,,,,,,,,,,,,,,,,,,,,,,
341060,"Tancítaro, Volcán",Stratovolcano of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
271031,Tandic,Dome of Leonard Range,,,,,,,,,,,,,,,,,,,,,,,
261150,Tandikai,Synonym of Tandikat,,,,,,,,,,,,,,,,,,,,,,,
261150,Tandikat,Stratovolcano of Tandikat-Singgalang,,,,,,,,,,,,,,,,,,,,,,,
261150,Tandikat-Singgalang,Stratovolcano(es),1924,Indonesia,Indonesia,Sumatra,-0.39,100.331,2854,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,130,38799,604282,4022932
261090,"Tandukbenua, Dolok",Cone of Toba,,,,,,,,,,,,,,,,,,,,,,,
213030,Tandurek,Synonym of Tenduruk Dagi,,,,,,,,,,,,,,,,,,,,,,,
283270,Tanemakishiro,Crater of Iwakisan,,,,,,,,,,,,,,,,,,,,,,,
283270,Tanemakisiro,Synonym of Tanemakishiro,,,,,,,,,,,,,,,,,,,,,,,
383020,Tanganasoga,Pyroclastic cone of Hierro,,,,,,,,,,,,,,,,,,,,,,,
222164,Tangano,Shield volcano of Ngozi,,,,,,,,,,,,,,,,,,,,,,,
241102,Tangaroa,Submarine,Unknown,New Zealand,New Zealand to Fiji,New Zealand,-36.321,178.028,-600,Subduction zone / Oceanic crust (< 15 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0
356011,"Tangaroa, Maunga",Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
263090,Tangkoeban Prahoe,Synonym of Tangkubanparahu,,,,,,,,,,,,,,,,,,,,,,,
266130,Tangkoko,Synonym of Tangkoko,,,,,,,,,,,,,,,,,,,,,,,
266130,Tangkoko,Stratovolcano of Tangkoko-Duasudara,,,,,,,,,,,,,,,,,,,,,,,
266130,Tangkoko-Duasudara,Stratovolcano,1880,Indonesia,Indonesia,Sulawesi,1.518,125.185,1334,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,445,57792,135761,1227998
263090,Tangkuban Parahu,Synonym of Tangkubanparahu,,,,,,,,,,,,,,,,,,,,,,,
263090,Tangkuban Perahu,Synonym of Tangkubanparahu,,,,,,,,,,,,,,,,,,,,,,,
263090,Tangkubanparahu,Stratovolcano,2013,Indonesia,Indonesia,Java,-6.77,107.6,2084,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,100608,518822,5729309,32855731
251060,"Tanglup, Mount",Cone of Umboi,,,,,,,,,,,,,,,,,,,,,,,
305060,Tang-Shui-Chang,Thermal of Changbaishan,,,,,,,,,,,,,,,,,,,,,,,
351090,Tanguerres,Synonym of Azufral,,,,,,,,,,,,,,,,,,,,,,,
233020,"Tangues, Piton","Pyroclastic cone of Fournaise, Piton de la",,,,,,,,,,,,,,,,,,,,,,,
352002,Tanguna,Dome of Chachimbiro,,,,,,,,,,,,,,,,,,,,,,,
257030,"Tangwangi, Vuti",Cone of Ambae,,,,,,,,,,,,,,,,,,,,,,,
264150,Tanjung Tiramana,Thermal of Paluweh,,,,,,,,,,,,,,,,,,,,,,,
241020,Tank Farm,Tuff ring of Auckland Field,,,,,,,,,,,,,,,,,,,,,,,
257100,Tanna,Synonym of Yasur,,,,,,,,,,,,,,,,,,,,,,,
213030,Tanodourek,Synonym of Tenduruk Dagi,,,,,,,,,,,,,,,,,,,,,,,
283141,Tansei,Dome of Nantaisan,,,,,,,,,,,,,,,,,,,,,,,
383060,"Tao, Volcán de",Cone - Crater of Lanzarote,,,,,,,,,,,,,,,,,,,,,,,
290310,Tao-Rusyr Caldera,Stratovolcano,1952,Russia,Kuril Islands,Kuril Islands,49.35,154.7,1325,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,73,83,394
357066,Tapa,Vent of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
241050,Tapahoro,Dome of Okataina,,,,,,,,,,,,,,,,,,,,,,,
264001,Tapak,Stratovolcano of Buyan-Bratan,,,,,,,,,,,,,,,,,,,,,,,
341080,"Tapeixte, Cerro",Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
312260,"Tapirag, Mount",Synonym of Fourpeaked,,,,,,,,,,,,,,,,,,,,,,,
244040,Tapu'ele'ele,Cone of Savai'i,,,,,,,,,,,,,,,,,,,,,,,
273083,Tapungho,Dome of Pinatubo,,,,,,,,,,,,,,,,,,,,,,,
257030,"Tapunikandi, Vuti",Cone of Ambae,,,,,,,,,,,,,,,,,,,,,,,
244020,Taputapu,Shield volcano of Tutuila,,,,,,,,,,,,,,,,,,,,,,,
360050,Tar River Soufriere,Fumarole of Soufriere Hills,,,,,,,,,,,,,,,,,,,,,,,
221010,"Tar, Djebel","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
264260,"Tara, Batoe","Synonym of Tara, Batu",,,,,,,,,,,,,,,,,,,,,,,
264260,"Tara, Batu",Stratovolcano,2015,Indonesia,Indonesia,Lesser Sunda Islands,-7.791,123.585,633,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,207,207,207,455429
268001,Tarakan,Pyroclastic cone(s),Unknown,Indonesia,Indonesia,Halmahera,1.83,127.83,318,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,18056,23570,85055,360761
268001,Tarakan Itji,Cone of Tarakan,,,,,,,,,,,,,,,,,,,,,,,
268001,Tarakan Lamo,Cone of Tarakan,,,,,,,,,,,,,,,,,,,,,,,
241030,Taranaki [Egmont],Stratovolcano,1854,New Zealand,New Zealand to Fiji,New Zealand,-39.3,174.07,2518,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,200,230,77381,104499
341060,Tarascan Volcanic Field,Synonym of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
241021,Taratimi,Tuff ring of Mayor Island,,,,,,,,,,,,,,,,,,,,,,,
241050,Tarawera,Fissure vent of Okataina,,,,,,,,,,,,,,,,,,,,,,,
371030,Tardarfjoll,Crater Row of Krysuvík,,,,,,,,,,,,,,,,,,,,,,,
241021,Tarewakoura,Dome of Mayor Island,,,,,,,,,,,,,,,,,,,,,,,
356011,Tari,Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
303010,Tariat Volcanic Field,Synonym of Taryatu-Chulutu,,,,,,,,,,,,,,,,,,,,,,,
303010,Tariat-Choloot,Synonym of Taryatu-Chulutu,,,,,,,,,,,,,,,,,,,,,,,
283142,Taro,Dome of Omanago Group,,,,,,,,,,,,,,,,,,,,,,,
263320,Taroeb,Synonym of Tarub,,,,,,,,,,,,,,,,,,,,,,,
255030,Taroka Group,Cone of Loloru,,,,,,,,,,,,,,,,,,,,,,,
210020,Tartaret,Cone of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
263320,Tarub,Stratovolcano of Lamongan,,,,,,,,,,,,,,,,,,,,,,,
341060,"Tarucun, Cerro",Pyroclastic cone of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
352006,Tarugo Corral,Dome of Cayambe,,,,,,,,,,,,,,,,,,,,,,,
282100,Taruki-Higashi,Dome of Unzendake,,,,,,,,,,,,,,,,,,,,,,,
285040,Tarumaesan,Stratovolcano of Shikotsu,,,,,,,,,,,,,,,,,,,,,,,
285040,Tarumai,Synonym of Tarumaesan,,,,,,,,,,,,,,,,,,,,,,,
282110,Tarutama,Thermal of Asosan,,,,,,,,,,,,,,,,,,,,,,,
303010,Taryatu-Chulutu,Volcanic field,-2980,Mongolia,Kamchatka and Mainland Asia,Mongolia,48.133,99.95,2326,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Phono-tephrite /  Tephri-phonolite, , , , , ,5602,5602,5602,29050
214070,Tashats-sar,Cone of Ghegam Ridge,,,,,,,,,,,,,,,,,,,,,,,
214010,Tashlysyrt,Lava cone of Elbrus,,,,,,,,,,,,,,,,,,,,,,,
214010,Tash-Tebe,Lava cone of Elbrus,,,,,,,,,,,,,,,,,,,,,,,
213004,Taskesik Tepe,Dome of Acigöl-Nevsehir,,,,,,,,,,,,,,,,,,,,,,,
257030,"Tasovi, Vusi",Cone of Ambae,,,,,,,,,,,,,,,,,,,,,,,
221106,Tat Ali,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.284,41.063,655,Rift zone / Intermediate crust (15-25 km),Evidence Credible,Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , ,32,44,2130,100598
355032,Tata Sabaya,Stratovolcano,Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.13,-68.53,5430,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,97,519,6266,40064
357062,Tatara,Shield volcano of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
357062,Tatara-San Pedro,Synonym of San Pedro-Pellado,,,,,,,,,,,,,,,,,,,,,,,
290360,Tatarinov,Stratovolcano of Chikurachki,,,,,,,,,,,,,,,,,,,,,,,
266100,Tatariwan,Cone of Lokon-Empung,,,,,,,,,,,,,,,,,,,,,,,
282120,Tatchu-san,Dome of Kujusan,,,,,,,,,,,,,,,,,,,,,,,
283031,Tateshinayama,Stratovolcano of Yokodake,,,,,,,,,,,,,,,,,,,,,,,
283080,Tateyama,Synonym of Midagahara,,,,,,,,,,,,,,,,,,,,,,,
225010,Tatodomji,"Cone of Tousside, Tarso",,,,,,,,,,,,,,,,,,,,,,,
281032,Tatun Volcanic Group,Lava dome(s),648,Taiwan,"Japan, Taiwan, Marianas",Taiwan,25.178,121.553,1120,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,5084149,5084149,6735396,9862061
281032,Ta-tung,Synonym of Tatun Volcanic Group,,,,,,,,,,,,,,,,,,,,,,,
244020,Tau,Dome of Tutuila,,,,,,,,,,,,,,,,,,,,,,,
244001,Ta'u,Shield,Unknown,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.23,-169.454,931,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,95,1154,1538,1538
241010,Tauanui,Cone of Kaikohe-Bay of Islands,,,,,,,,,,,,,,,,,,,,,,,
244010,Tauga Point,Tuff cone of Ofu-Olosega,,,,,,,,,,,,,,,,,,,,,,,
241070,Tauhara,Dome of Taupo,,,,,,,,,,,,,,,,,,,,,,,
241070,Tauhara-Taupo,Thermal of Taupo,,,,,,,,,,,,,,,,,,,,,,,
245010,Taulevu,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
275080,Taung Kalat,Intrusion of Popa,,,,,,,,,,,,,,,,,,,,,,,
300160,Taunshits,Stratovolcano,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.528,159.804,2301,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,0,0,186,11110
210020,"Taupe, Puy de la",Cone of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
241070,Taupo,Caldera,260,New Zealand,New Zealand to Fiji,New Zealand,-38.82,176,760,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Basalt / Picro-Basalt,Dacite, , , ,21456,21456,26674,161966
257070,Tavai Ruro,"Synonym of Ruru, Tavani",,,,,,,,,,,,,,,,,,,,,,,
257070,Tavalapa,Cone of Kuwae,,,,,,,,,,,,,,,,,,,,,,,
245010,Taveuni,Shield,1550,Fiji,New Zealand to Fiji,Fiji Islands,-16.82,-179.97,1241,Subduction zone / Crustal thickness unknown,Eruption Dated,Basalt / Picro-Basalt, , , , ,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , ,692,3220,19186,146131
255070,Tavoka,Thermal of Savo,,,,,,,,,,,,,,,,,,,,,,,
252150,Tavui,Caldera,-4946,Papua New Guinea,Melanesia and Australia,New Britain,-4.12,152.2,200,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Basalt / Picro-Basalt, , , , ,30373,30373,152530,259182
252140,Tavurvur,Stratovolcano of Rabaul,,,,,,,,,,,,,,,,,,,,,,,
245010,Tavuyanga,Cone of Taveuni,,,,,,,,,,,,,,,,,,,,,,,
320060,Taweh Hot Springs,Hot Spring of Edziza,,,,,,,,,,,,,,,,,,,,,,,
273083,Tayawan,Pleistocene caldera of Pinatubo,,,,,,,,,,,,,,,,,,,,,,,
233020,"Taye Poule, Piton","Crater of Fournaise, Piton de la",,,,,,,,,,,,,,,,,,,,,,,
305060,Ta-Yen-Chih-Feng,Synonym of Dayanzhifeng,,,,,,,,,,,,,,,,,,,,,,,
390013,Taygete Cone,"Dome of Pleiades, The",,,,,,,,,,,,,,,,,,,,,,,
275110,Tay-in-shan,Synonym of Dayingshan,,,,,,,,,,,,,,,,,,,,,,,
221010,"Tayir, Djebel","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
241020,Taylors Hill,Cone of Auckland Field,,,,,,,,,,,,,,,,,,,,,,,
221010,"Tayr, Jabal al","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
341060,"Taza, Cerro la",Pyroclastic cone of Michoacan-Guanajuato,,,,,,,,,,,,,,,,,,,,,,,
357140,"Taza, Cerro la",Pyroclastic cone of Carrán-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357153,"Taza, La",Cone of Antillanca Group,,,,,,,,,,,,,,,,,,,,,,,
210020,Tazenat,Maar of Chaine des Puys,,,,,,,,,,,,,,,,,,,,,,,
343002,"Tazumal, Cerrito de","Pyroclastic cone of Singuil, Cerro",,,,,,,,,,,,,,,,,,,,,,,
311200,Tchegulach,Synonym of Chagulak,,,,,,,,,,,,,,,,,,,,,,,
221290,Tchobbe,Synonym of Corbetti Caldera,,,,,,,,,,,,,,,,,,,,,,,
241010,Te Ahuahu,Cone of Kaikohe-Bay of Islands,,,,,,,,,,,,,,,,,,,,,,,
241021,Te Ananui,Tuff ring of Mayor Island,,,,,,,,,,,,,,,,,,,,,,,
241021,Te Araaka,Tuff ring of Mayor Island,,,,,,,,,,,,,,,,,,,,,,,
241050,Te Haehaenga,Thermal of Okataina,,,,,,,,,,,,,,,,,,,,,,,
241050,Te Hapeotoroa,Dome of Okataina,,,,,,,,,,,,,,,,,,,,,,,
241070,Te Hoata,Thermal of Taupo,,,,,,,,,,,,,,,,,,,,,,,
241021,Te Horo,Tuff ring of Mayor Island,,,,,,,,,,,,,,,,,,,,,,,
241050,Te Horoa,Dome of Okataina,,,,,,,,,,,,,,,,,,,,,,,
356011,"Te Kahu Rea, Maunga",Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
356011,Te Kauhanga,Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
241050,Te Kopia,Thermal of Okataina,,,,,,,,,,,,,,,,,,,,,,,
241021,Te Kukuta,Vent of Mayor Island,,,,,,,,,,,,,,,,,,,,,,,
241050,Te Kumete,Dome of Okataina,,,,,,,,,,,,,,,,,,,,,,,
241080,Te Maari,Synonym of Te Mari,,,,,,,,,,,,,,,,,,,,,,,
356011,Te Manavai,Dome of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
356011,Te Manavai,Crater of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
241080,Te Mari,Crater of Tongariro,,,,,,,,,,,,,,,,,,,,,,,
241021,Te Paritu,Vent of Mayor Island,,,,,,,,,,,,,,,,,,,,,,,
241010,Te Pene,Cone of Kaikohe-Bay of Islands,,,,,,,,,,,,,,,,,,,,,,,
356011,"Te Puha Roa, Maunga",Pyroclastic cone of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
241010,Te Puke,Cone of Kaikohe-Bay of Islands,,,,,,,,,,,,,,,,,,,,,,,
241070,Te Pupu,Thermal of Taupo,,,,,,,,,,,,,,,,,,,,,,,
241061,Te Terata,Dome of Maroa,,,,,,,,,,,,,,,,,,,,,,,
241010,Te Whau,Cone of Kaikohe-Bay of Islands,,,,,,,,,,,,,,,,,,,,,,,
241050,Te Whekau,Crater of Okataina,,,,,,,,,,,,,,,,,,,,,,,
333010,Teahitia,Submarine,1985,France,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.564,-148.821,-1743,Intraplate / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,0,0,0,203248
356011,"Tea-Tea, Maunga",Dome of Easter Island,,,,,,,,,,,,,,,,,,,,,,,
265050,Teau,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
225060,Tebel Hebeish,Crater of Bayuda Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
225060,Tebel Qurein,Cone of Bayuda Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
290072,Tebenkov,Synonym of Odamoisan [Tebenkov],,,,,,,,,,,,,,,,,,,,,,,
343080,Tecapa,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.494,-88.502,1593,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,37337,80502,590144,5599535
343080,Tecapa-Laguna de Alegría,Cone of Tecapa,,,,,,,,,,,,,,,,,,,,,,,
341001,Tecolote,Pyroclastic cone of Pinacate,,,,,,,,,,,,,,,,,,,,,,,
342130,"Tecolote, Cerro",Pyroclastic cone of Moyuta,,,,,,,,,,,,,,,,,,,,,,,
343060,"Tecoluca, Cerro",Dome of Ilopango,,,,,,,,,,,,,,,,,,,,,,,
341031,"Tecomate, Cerro",Dome of Mascota Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
343052,"Tecomatepe, Cerro",Stratovolcano of Guazapa,,,,,,,,,,,,,,,,,,,,,,,
341080,Teconto,Pyroclastic cone of Chichinautzin,,,,,,,,,,,,,,,,,,,,,,,
342120,Tecuamburro,Stratovolcano,-960,Guatemala,México and Central America,Guatemala,14.156,-90.407,1845,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,1939,29560,313834,6874746
343001,"Tecuán, Cerro",Lava cone of San Diego,,,,,,,,,,,,,,,,,,,,,,,
343051,"Tecuán, Cerro","Stratovolcano of Cinotepeque, Cerro",,,,,,,,,,,,,,,,,,,,,,,
341092,Tecuitlapa,Maar of Serdán-Oriental,,,,,,,,,,,,,,,,,,,,,,,
342040,"Tecún Umán, Cerro",Dome of Almolonga,,,,,,,,,,,,,,,,,,,,,,,
244040,Te'elagi,Cone of Savai'i,,,,,,,,,,,,,,,,,,,,,,,
221010,"Teer, Gebel","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
390028,Teeters Nunatak,Stratovolcano of Hudson Mountains,,,,,,,,,,,,,,,,,,,,,,,
265050,Teeuw,Synonym of Teon,,,,,,,,,,,,,,,,,,,,,,,
383030,"Teide, Pico del",Stratovolcano of Tenerife,,,,,,,,,,,,,,,,,,,,,,,
221010,"Teir, Djebel","Synonym of Tair, Jebel at",,,,,,,,,,,,,,,,,,,,,,,
283010,Teishi Knoll,Synonym of Teishi-Kaikyu,,,,,,,,,,,,,,,,,,,,,,,
283010,Teishi-Kaikyu,Submarine crater of Izu-Tobu,,,,,,,,,,,,,,,,,,,,,,,
343020,Teixcal,Synonym of San Marcelino,,,,,,,,,,,,,,,,,,,,,,,
283220,Tekai,Synonym of Chokaisan,,,,,,,,,,,,,,,,,,,,,,,
231001,Tel Avital,Pyroclastic cone of Harrat Ash Shamah,,,,,,,,,,,,,,,,,,,,,,,
231001,Tel Bental,Pyroclastic cone of Harrat Ash Shamah,,,,,,,,,,,,,,,,,,,,,,,
263150,Telagabodas,Synonym of Talagabodas,,,,,,,,,,,,,,,,,,,,,,,
263260,Telagakuning,Crater of Lawu,,,,,,,,,,,,,,,,,,,,,,,
