,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
583,518.0,1.0,2.4,0.0,0.0,1.0,62.0,0.6,128.0,6.0,0.0,489.0,710.0,2514.0,16.0,12.0,7.0,1.0,1.0,1.0,1.0
584,1607.0,1.0,1.5,0.0,8.0,1.0,29.0,0.4,128.0,7.0,11.0,368.0,1661.0,1518.0,5.0,10.0,13.0,,0.0,1.0,3.0
585,1375.0,0.0,2.9,0.0,2.0,0.0,20.0,0.4,147.0,6.0,7.0,596.0,679.0,3847.0,8.0,0.0,12.0,1.0,0.0,1.0,3.0
586,1741.0,1.0,0.5,0.0,1.0,1.0,55.0,0.1,140.0,5.0,3.0,719.0,755.0,2575.0,13.0,10.0,7.0,1.0,1.0,1.0,2.0
587,623.0,1.0,0.9,0.0,1.0,1.0,3.0,0.1,102.0,8.0,7.0,1749.0,1781.0,3537.0,16.0,13.0,3.0,1.0,0.0,1.0,3.0
588,1602.0,0.0,0.6,0.0,12.0,0.0,58.0,0.4,170.0,1.0,13.0,1259.0,1746.0,3622.0,17.0,2.0,17.0,0.0,1.0,1.0,3.0
589,958.0,1.0,1.6,0.0,9.0,1.0,60.0,0.4,200.0,1.0,12.0,730.0,751.0,1417.0,10.0,4.0,19.0,1.0,0.0,1.0,0.0
590,539.0,0.0,1.5,0.0,6.0,1.0,26.0,0.2,137.0,6.0,8.0,1123.0,1709.0,3948.0,18.0,11.0,15.0,1.0,1.0,1.0,3.0
591,1089.0,0.0,1.1,0.0,8.0,0.0,36.0,0.3,131.0,6.0,13.0,,699.0,908.0,13.0,6.0,,1.0,1.0,0.0,2.0
592,1829.0,1.0,2.1,0.0,8.0,0.0,59.0,0.1,91.0,5.0,15.0,1457.0,1919.0,3142.0,16.0,6.0,5.0,1.0,1.0,1.0,3.0
593,1606.0,1.0,0.5,1.0,0.0,1.0,33.0,0.9,200.0,5.0,0.0,157.0,770.0,3437.0,11.0,1.0,2.0,1.0,0.0,0.0,3.0
594,1396.0,1.0,0.6,0.0,0.0,0.0,37.0,0.7,134.0,4.0,15.0,560.0,1177.0,2694.0,18.0,3.0,19.0,0.0,0.0,1.0,2.0
595,1090.0,0.0,1.3,1.0,5.0,0.0,27.0,0.1,91.0,4.0,16.0,1638.0,1910.0,1352.0,5.0,1.0,11.0,0.0,1.0,0.0,1.0
596,999.0,0.0,2.6,1.0,11.0,1.0,56.0,1.0,165.0,4.0,13.0,342.0,1641.0,3083.0,8.0,4.0,11.0,1.0,1.0,1.0,2.0
597,1224.0,1.0,1.6,0.0,9.0,0.0,33.0,1.0,157.0,1.0,18.0,522.0,563.0,3796.0,10.0,5.0,13.0,1.0,1.0,0.0,3.0
598,603.0,0.0,1.5,0.0,8.0,0.0,12.0,0.7,114.0,6.0,20.0,1003.0,1284.0,1543.0,7.0,5.0,19.0,1.0,1.0,0.0,1.0
599,1462.0,1.0,1.7,1.0,1.0,0.0,25.0,0.2,182.0,7.0,18.0,91.0,1478.0,824.0,15.0,5.0,13.0,1.0,0.0,1.0,0.0
600,1237.0,0.0,2.3,1.0,5.0,1.0,38.0,0.7,155.0,,15.0,,1030.0,1035.0,,0.0,8.0,,0.0,0.0,
601,1097.0,0.0,0.8,0.0,10.0,1.0,21.0,0.1,160.0,7.0,15.0,1277.0,1352.0,2219.0,15.0,6.0,12.0,1.0,0.0,1.0,2.0
602,1148.0,0.0,2.3,1.0,0.0,1.0,58.0,0.3,170.0,5.0,20.0,606.0,688.0,3127.0,10.0,7.0,11.0,1.0,0.0,0.0,2.0
603,1008.0,0.0,2.5,0.0,3.0,0.0,36.0,1.0,109.0,1.0,14.0,825.0,1972.0,1083.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0
604,1012.0,,1.2,1.0,5.0,1.0,52.0,0.8,109.0,8.0,14.0,,1275.0,2384.0,19.0,6.0,11.0,1.0,1.0,0.0,1.0
605,1837.0,1.0,1.1,0.0,13.0,0.0,,,127.0,4.0,3.0,629.0,1212.0,1738.0,,9.0,,,1.0,0.0,1.0
606,1840.0,0.0,0.5,1.0,12.0,0.0,34.0,0.7,142.0,1.0,16.0,311.0,1545.0,1078.0,8.0,0.0,10.0,0.0,0.0,0.0,1.0
607,1373.0,1.0,1.0,1.0,2.0,0.0,50.0,0.2,127.0,7.0,12.0,105.0,673.0,3800.0,8.0,3.0,14.0,1.0,0.0,0.0,3.0
608,829.0,0.0,0.5,0.0,0.0,0.0,56.0,0.6,129.0,7.0,1.0,91.0,1916.0,820.0,12.0,6.0,11.0,1.0,0.0,1.0,0.0
609,1005.0,0.0,0.5,0.0,0.0,0.0,46.0,0.4,133.0,8.0,17.0,176.0,1556.0,3884.0,17.0,0.0,20.0,0.0,1.0,1.0,3.0
610,1067.0,1.0,2.4,1.0,3.0,1.0,40.0,0.6,122.0,8.0,15.0,494.0,1989.0,604.0,16.0,14.0,11.0,1.0,0.0,0.0,0.0
611,1528.0,1.0,1.8,1.0,3.0,1.0,55.0,0.8,129.0,5.0,6.0,454.0,1762.0,1282.0,11.0,9.0,11.0,1.0,1.0,1.0,1.0
612,1325.0,1.0,0.5,0.0,0.0,1.0,13.0,1.0,133.0,4.0,8.0,1353.0,1915.0,3707.0,19.0,3.0,18.0,1.0,1.0,0.0,3.0
613,507.0,1.0,1.9,1.0,0.0,1.0,39.0,0.7,142.0,1.0,0.0,17.0,1084.0,2124.0,6.0,0.0,12.0,1.0,1.0,0.0,1.0
614,1750.0,1.0,1.8,1.0,2.0,1.0,20.0,0.8,175.0,3.0,1.0,794.0,,2995.0,10.0,8.0,5.0,1.0,1.0,0.0,1.0
615,1936.0,0.0,1.3,0.0,2.0,0.0,44.0,0.1,139.0,3.0,3.0,570.0,1021.0,1400.0,17.0,7.0,3.0,0.0,0.0,1.0,1.0
616,744.0,0.0,1.7,1.0,0.0,1.0,33.0,0.5,105.0,4.0,2.0,1252.0,1963.0,2700.0,9.0,3.0,19.0,1.0,0.0,0.0,2.0
617,600.0,0.0,0.5,0.0,0.0,0.0,14.0,0.8,112.0,5.0,2.0,320.0,747.0,1655.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0
618,1604.0,0.0,1.2,0.0,1.0,0.0,6.0,0.5,191.0,6.0,15.0,68.0,1042.0,3564.0,7.0,2.0,2.0,1.0,1.0,0.0,3.0
619,636.0,0.0,0.5,0.0,8.0,1.0,28.0,0.9,152.0,2.0,15.0,148.0,742.0,2927.0,15.0,6.0,3.0,1.0,0.0,0.0,2.0
620,1974.0,0.0,0.5,1.0,9.0,0.0,10.0,0.8,145.0,6.0,12.0,530.0,1496.0,1433.0,6.0,1.0,17.0,0.0,0.0,0.0,1.0
621,993.0,1.0,2.3,1.0,0.0,0.0,16.0,0.4,106.0,7.0,13.0,424.0,1639.0,1113.0,14.0,1.0,6.0,0.0,0.0,1.0,0.0
622,895.0,0.0,0.5,1.0,6.0,0.0,16.0,0.3,164.0,8.0,14.0,126.0,1575.0,3122.0,7.0,0.0,4.0,0.0,0.0,1.0,2.0
623,1602.0,0.0,2.7,0.0,4.0,1.0,46.0,0.6,118.0,1.0,5.0,273.0,1062.0,1862.0,16.0,9.0,2.0,1.0,0.0,1.0,1.0
624,1027.0,0.0,0.5,0.0,2.0,1.0,64.0,0.9,103.0,2.0,7.0,1698.0,1747.0,3786.0,17.0,12.0,12.0,1.0,0.0,0.0,3.0
625,1692.0,0.0,2.1,0.0,4.0,1.0,2.0,0.9,106.0,1.0,17.0,1899.0,1904.0,3779.0,9.0,3.0,7.0,1.0,1.0,1.0,3.0
626,1039.0,0.0,1.3,0.0,0.0,1.0,12.0,0.8,200.0,8.0,0.0,1428.0,1827.0,1619.0,7.0,1.0,10.0,1.0,1.0,1.0,1.0
627,912.0,0.0,0.5,1.0,0.0,0.0,58.0,0.3,107.0,5.0,1.0,165.0,1723.0,3573.0,17.0,3.0,20.0,1.0,1.0,0.0,3.0
628,511.0,0.0,0.9,1.0,15.0,1.0,24.0,0.6,136.0,3.0,18.0,367.0,1264.0,2378.0,18.0,3.0,4.0,1.0,0.0,0.0,1.0
629,571.0,0.0,1.6,1.0,8.0,0.0,35.0,0.2,186.0,7.0,20.0,177.0,1282.0,2598.0,13.0,5.0,8.0,1.0,1.0,0.0,1.0
630,563.0,1.0,0.5,1.0,2.0,1.0,41.0,0.9,145.0,5.0,6.0,1263.0,1716.0,2603.0,11.0,2.0,9.0,1.0,1.0,0.0,2.0
631,1922.0,0.0,1.9,1.0,11.0,,21.0,0.6,174.0,8.0,9.0,,1494.0,2506.0,15.0,9.0,3.0,1.0,0.0,,1.0
632,1975.0,1.0,1.5,0.0,6.0,1.0,16.0,0.9,128.0,8.0,11.0,80.0,655.0,2998.0,5.0,4.0,13.0,1.0,1.0,0.0,2.0
633,1384.0,1.0,0.5,,1.0,1.0,43.0,0.6,146.0,2.0,,816.0,1744.0,1695.0,15.0,7.0,12.0,0.0,1.0,1.0,0.0
634,897.0,1.0,2.0,0.0,3.0,1.0,2.0,0.6,154.0,8.0,10.0,0.0,994.0,1958.0,7.0,5.0,7.0,1.0,1.0,0.0,1.0
635,612.0,1.0,1.9,1.0,6.0,0.0,16.0,0.3,102.0,7.0,7.0,1360.0,1891.0,3161.0,8.0,4.0,3.0,0.0,0.0,0.0,3.0
636,1375.0,1.0,1.3,1.0,2.0,0.0,12.0,0.1,105.0,1.0,13.0,898.0,1687.0,2890.0,17.0,1.0,12.0,0.0,0.0,0.0,3.0
637,1777.0,1.0,3.0,0.0,3.0,0.0,20.0,0.6,188.0,6.0,5.0,511.0,616.0,3868.0,5.0,1.0,7.0,0.0,1.0,1.0,3.0
638,1110.0,0.0,1.5,0.0,4.0,1.0,41.0,0.1,152.0,3.0,16.0,800.0,1455.0,2572.0,16.0,5.0,16.0,1.0,0.0,1.0,2.0
639,563.0,0.0,2.0,1.0,3.0,0.0,47.0,0.3,115.0,7.0,12.0,211.0,684.0,3012.0,14.0,4.0,15.0,1.0,0.0,0.0,2.0
640,511.0,1.0,0.6,1.0,12.0,0.0,50.0,0.1,175.0,3.0,16.0,140.0,622.0,1484.0,9.0,7.0,8.0,1.0,0.0,0.0,0.0
641,1713.0,1.0,2.0,0.0,9.0,1.0,5.0,0.7,199.0,6.0,16.0,108.0,1963.0,1513.0,15.0,6.0,2.0,1.0,0.0,1.0,1.0
642,752.0,1.0,,1.0,5.0,1.0,27.0,0.5,164.0,7.0,12.0,,1149.0,2094.0,5.0,10.0,13.0,1.0,1.0,1.0,3.0
643,645.0,0.0,0.5,0.0,1.0,0.0,41.0,1.0,197.0,7.0,10.0,327.0,580.0,2962.0,12.0,9.0,4.0,1.0,1.0,1.0,2.0
644,576.0,1.0,2.8,0.0,2.0,1.0,10.0,0.2,184.0,5.0,7.0,513.0,1438.0,2938.0,6.0,0.0,5.0,1.0,1.0,1.0,2.0
645,1836.0,0.0,1.1,1.0,0.0,0.0,14.0,0.7,104.0,5.0,1.0,168.0,1068.0,2469.0,18.0,6.0,7.0,1.0,1.0,1.0,2.0
646,1827.0,1.0,0.8,0.0,4.0,0.0,61.0,0.9,130.0,7.0,9.0,253.0,1764.0,2693.0,8.0,3.0,7.0,0.0,1.0,1.0,3.0
647,1042.0,0.0,2.7,1.0,16.0,1.0,50.0,0.8,93.0,7.0,18.0,727.0,1705.0,3215.0,18.0,0.0,20.0,1.0,1.0,1.0,3.0
648,1260.0,1.0,2.0,1.0,2.0,1.0,23.0,0.2,123.0,7.0,10.0,905.0,1313.0,2208.0,12.0,11.0,10.0,1.0,0.0,1.0,2.0
649,1441.0,0.0,2.8,0.0,9.0,0.0,,0.3,143.0,6.0,8.0,154.0,,2536.0,9.0,1.0,8.0,1.0,1.0,1.0,0.0
650,1261.0,1.0,0.5,1.0,0.0,1.0,11.0,0.2,90.0,4.0,0.0,858.0,1591.0,348.0,14.0,9.0,14.0,1.0,0.0,1.0,0.0
651,1832.0,,1.9,1.0,1.0,0.0,40.0,0.9,159.0,5.0,18.0,,1262.0,,,5.0,,1.0,1.0,,0.0
652,680.0,1.0,2.4,0.0,13.0,1.0,34.0,0.4,157.0,2.0,17.0,686.0,1418.0,3845.0,15.0,1.0,4.0,1.0,1.0,1.0,3.0
653,1550.0,1.0,2.7,0.0,2.0,0.0,32.0,0.1,126.0,7.0,5.0,1541.0,1619.0,1571.0,12.0,3.0,14.0,0.0,0.0,0.0,2.0
654,1864.0,0.0,1.4,0.0,8.0,1.0,46.0,0.7,178.0,1.0,12.0,168.0,981.0,2686.0,11.0,7.0,18.0,1.0,1.0,1.0,2.0
655,1215.0,0.0,1.0,0.0,4.0,0.0,16.0,0.1,130.0,4.0,8.0,454.0,1473.0,2632.0,7.0,1.0,15.0,0.0,0.0,1.0,2.0
656,664.0,0.0,1.2,1.0,0.0,0.0,28.0,0.9,106.0,5.0,5.0,754.0,1497.0,2042.0,17.0,15.0,19.0,1.0,1.0,0.0,1.0
657,769.0,1.0,2.9,1.0,0.0,0.0,9.0,0.1,182.0,5.0,1.0,248.0,874.0,3946.0,5.0,2.0,7.0,0.0,0.0,0.0,3.0
658,514.0,1.0,2.9,1.0,5.0,0.0,18.0,0.7,141.0,2.0,8.0,1083.0,1492.0,980.0,13.0,7.0,16.0,0.0,0.0,1.0,0.0
659,1072.0,1.0,2.2,1.0,6.0,0.0,19.0,0.4,114.0,8.0,16.0,380.0,877.0,2715.0,15.0,9.0,16.0,0.0,1.0,0.0,2.0
660,771.0,1.0,0.5,0.0,3.0,0.0,25.0,1.0,86.0,4.0,6.0,327.0,922.0,770.0,12.0,1.0,20.0,0.0,1.0,0.0,0.0
661,1742.0,0.0,2.3,1.0,9.0,1.0,43.0,0.4,170.0,7.0,12.0,453.0,681.0,2610.0,12.0,3.0,10.0,1.0,0.0,1.0,2.0
662,1824.0,1.0,0.8,0.0,4.0,1.0,19.0,0.9,143.0,2.0,5.0,1055.0,1738.0,2381.0,14.0,1.0,5.0,1.0,0.0,0.0,2.0
663,1722.0,0.0,2.6,0.0,8.0,0.0,18.0,0.8,177.0,2.0,16.0,865.0,1741.0,3271.0,14.0,0.0,15.0,1.0,0.0,1.0,3.0
664,1310.0,0.0,1.4,0.0,0.0,0.0,33.0,0.4,105.0,1.0,14.0,806.0,1016.0,1301.0,13.0,12.0,19.0,0.0,0.0,1.0,1.0
665,509.0,1.0,0.6,1.0,2.0,1.0,9.0,0.1,93.0,5.0,15.0,1137.0,1224.0,513.0,19.0,10.0,12.0,1.0,0.0,0.0,0.0
666,1897.0,1.0,1.9,0.0,2.0,1.0,54.0,0.3,154.0,2.0,7.0,630.0,738.0,412.0,17.0,11.0,2.0,1.0,0.0,0.0,0.0
667,963.0,1.0,1.8,1.0,11.0,1.0,10.0,0.4,132.0,7.0,13.0,660.0,831.0,3529.0,15.0,1.0,9.0,1.0,,0.0,2.0
668,1866.0,0.0,0.5,0.0,13.0,1.0,52.0,0.7,185.0,1.0,17.0,356.0,563.0,373.0,14.0,9.0,3.0,1.0,0.0,1.0,0.0
669,1640.0,1.0,0.7,0.0,10.0,1.0,21.0,0.8,169.0,7.0,14.0,589.0,1301.0,337.0,16.0,3.0,5.0,1.0,1.0,0.0,0.0
670,1479.0,0.0,0.5,0.0,8.0,0.0,19.0,0.6,156.0,3.0,10.0,180.0,1476.0,3323.0,13.0,12.0,6.0,1.0,0.0,1.0,3.0
671,1139.0,1.0,0.9,1.0,6.0,1.0,58.0,0.5,161.0,2.0,11.0,742.0,999.0,1850.0,9.0,4.0,8.0,1.0,0.0,0.0,1.0
672,671.0,0.0,0.9,1.0,10.0,0.0,30.0,0.7,105.0,7.0,17.0,852.0,1182.0,2504.0,6.0,4.0,15.0,1.0,0.0,0.0,2.0
673,765.0,1.0,2.5,0.0,3.0,0.0,44.0,0.3,88.0,8.0,11.0,1364.0,1851.0,2256.0,6.0,1.0,19.0,0.0,1.0,1.0,2.0
674,1831.0,0.0,1.4,1.0,2.0,0.0,43.0,0.9,150.0,5.0,5.0,611.0,1381.0,3834.0,17.0,7.0,13.0,1.0,1.0,1.0,3.0
675,1872.0,1.0,0.9,1.0,0.0,0.0,16.0,0.5,80.0,2.0,2.0,286.0,1484.0,2295.0,15.0,11.0,16.0,0.0,0.0,1.0,2.0
676,1517.0,0.0,0.5,0.0,6.0,1.0,48.0,0.6,143.0,5.0,14.0,802.0,1489.0,2822.0,15.0,5.0,11.0,1.0,1.0,1.0,3.0
677,1044.0,0.0,1.8,0.0,4.0,1.0,12.0,0.7,104.0,6.0,5.0,1230.0,1263.0,1794.0,18.0,7.0,19.0,1.0,1.0,1.0,1.0
678,,1.0,2.2,,,0.0,16.0,,142.0,7.0,8.0,163.0,1239.0,1948.0,14.0,9.0,7.0,1.0,,0.0,2.0
679,892.0,1.0,0.5,0.0,0.0,1.0,47.0,0.4,94.0,1.0,18.0,655.0,1782.0,1241.0,12.0,3.0,9.0,1.0,0.0,1.0,1.0
680,659.0,0.0,0.5,1.0,7.0,1.0,5.0,0.3,169.0,8.0,10.0,659.0,730.0,2190.0,16.0,10.0,16.0,1.0,1.0,0.0,1.0
681,1152.0,1.0,2.1,1.0,0.0,1.0,26.0,0.3,82.0,2.0,0.0,1304.0,1673.0,3284.0,15.0,2.0,8.0,1.0,0.0,1.0,3.0
682,1091.0,1.0,,1.0,8.0,1.0,15.0,0.3,132.0,5.0,7.0,,911.0,1790.0,18.0,,8.0,0.0,0.0,1.0,1.0
683,708.0,0.0,1.9,0.0,0.0,0.0,26.0,0.3,116.0,7.0,1.0,206.0,620.0,1419.0,10.0,6.0,16.0,1.0,1.0,1.0,0.0
684,1556.0,0.0,2.3,1.0,6.0,0.0,53.0,0.7,185.0,3.0,7.0,190.0,1680.0,3013.0,11.0,1.0,18.0,,1.0,0.0,2.0
685,648.0,1.0,1.8,0.0,1.0,1.0,60.0,0.1,195.0,4.0,4.0,931.0,1811.0,819.0,10.0,3.0,4.0,1.0,0.0,0.0,0.0
686,625.0,1.0,1.2,1.0,5.0,1.0,10.0,0.2,183.0,4.0,8.0,635.0,842.0,3323.0,9.0,1.0,7.0,1.0,1.0,1.0,2.0
687,1615.0,1.0,2.8,0.0,3.0,0.0,9.0,0.9,117.0,1.0,13.0,542.0,678.0,2948.0,8.0,3.0,3.0,1.0,1.0,0.0,2.0
688,1994.0,0.0,1.5,1.0,2.0,1.0,7.0,0.5,146.0,8.0,7.0,447.0,1435.0,3622.0,7.0,0.0,20.0,1.0,0.0,1.0,3.0
689,1137.0,1.0,1.0,0.0,18.0,0.0,7.0,1.0,196.0,3.0,19.0,942.0,1179.0,3616.0,13.0,5.0,12.0,1.0,1.0,1.0,3.0
690,720.0,1.0,0.9,1.0,12.0,1.0,14.0,0.8,165.0,4.0,14.0,366.0,1234.0,1086.0,14.0,7.0,3.0,1.0,1.0,0.0,0.0
691,1199.0,1.0,2.5,1.0,15.0,1.0,16.0,0.2,116.0,4.0,20.0,1168.0,1552.0,3448.0,17.0,13.0,10.0,1.0,0.0,1.0,3.0
692,793.0,1.0,1.9,1.0,0.0,1.0,43.0,0.3,124.0,8.0,2.0,15.0,1196.0,1050.0,11.0,9.0,3.0,1.0,1.0,1.0,0.0
693,1924.0,0.0,2.6,0.0,0.0,1.0,59.0,0.9,136.0,6.0,0.0,1438.0,1923.0,3646.0,10.0,9.0,16.0,1.0,0.0,1.0,3.0
694,1084.0,1.0,2.6,0.0,3.0,1.0,40.0,0.9,107.0,3.0,11.0,322.0,771.0,1945.0,15.0,4.0,10.0,1.0,1.0,0.0,1.0
695,770.0,1.0,1.5,1.0,6.0,0.0,61.0,0.2,196.0,4.0,9.0,603.0,1483.0,3473.0,7.0,3.0,4.0,0.0,0.0,1.0,3.0
696,1095.0,1.0,0.5,0.0,4.0,0.0,45.0,0.5,197.0,1.0,5.0,179.0,1247.0,560.0,9.0,1.0,10.0,1.0,1.0,0.0,0.0
697,1137.0,0.0,2.2,0.0,6.0,1.0,3.0,0.9,173.0,5.0,7.0,1250.0,1285.0,316.0,15.0,14.0,17.0,1.0,0.0,0.0,0.0
698,972.0,1.0,2.7,1.0,1.0,0.0,5.0,1.0,126.0,4.0,2.0,687.0,816.0,3035.0,12.0,7.0,19.0,1.0,0.0,1.0,2.0
699,1187.0,1.0,2.2,0.0,0.0,1.0,46.0,0.4,145.0,2.0,9.0,1173.0,1814.0,3917.0,13.0,11.0,8.0,1.0,0.0,1.0,3.0
700,1068.0,0.0,0.7,1.0,9.0,0.0,51.0,0.5,124.0,4.0,15.0,1405.0,1910.0,550.0,12.0,8.0,6.0,1.0,1.0,0.0,0.0
701,531.0,1.0,0.5,1.0,0.0,1.0,12.0,0.5,121.0,4.0,3.0,158.0,1657.0,2331.0,18.0,12.0,20.0,1.0,0.0,1.0,1.0
702,1615.0,0.0,0.5,0.0,14.0,0.0,15.0,0.1,132.0,4.0,16.0,622.0,1256.0,3488.0,16.0,2.0,3.0,0.0,0.0,1.0,3.0
703,1224.0,0.0,0.5,0.0,16.0,1.0,6.0,0.4,109.0,6.0,18.0,747.0,826.0,506.0,10.0,0.0,11.0,1.0,1.0,1.0,0.0
704,510.0,1.0,2.0,1.0,5.0,1.0,45.0,0.9,168.0,6.0,16.0,483.0,754.0,3919.0,19.0,4.0,2.0,1.0,1.0,1.0,3.0
705,765.0,0.0,2.9,0.0,0.0,1.0,18.0,0.1,153.0,7.0,0.0,6.0,793.0,1066.0,11.0,1.0,16.0,1.0,1.0,0.0,0.0
706,1408.0,1.0,2.1,1.0,10.0,0.0,45.0,0.9,89.0,5.0,14.0,613.0,1088.0,3952.0,8.0,6.0,3.0,0.0,0.0,1.0,3.0
707,972.0,1.0,1.3,0.0,8.0,0.0,44.0,0.7,82.0,7.0,10.0,297.0,589.0,3925.0,7.0,6.0,7.0,0.0,1.0,0.0,3.0
708,1325.0,0.0,1.9,0.0,2.0,0.0,50.0,0.1,146.0,1.0,10.0,499.0,695.0,2328.0,17.0,10.0,2.0,1.0,0.0,0.0,2.0
709,625.0,0.0,2.7,1.0,2.0,0.0,42.0,0.8,138.0,8.0,3.0,203.0,1771.0,2929.0,10.0,4.0,17.0,1.0,0.0,0.0,2.0
710,1041.0,0.0,1.3,0.0,5.0,0.0,,0.9,143.0,5.0,,626.0,1259.0,1757.0,11.0,4.0,20.0,1.0,0.0,0.0,0.0
711,1008.0,1.0,0.9,1.0,3.0,1.0,47.0,0.4,,2.0,14.0,736.0,955.0,1641.0,18.0,8.0,12.0,1.0,0.0,1.0,1.0
712,1987.0,1.0,1.9,0.0,0.0,0.0,50.0,0.7,119.0,8.0,18.0,960.0,1925.0,857.0,12.0,4.0,6.0,1.0,1.0,0.0,1.0
713,1407.0,1.0,2.4,0.0,1.0,1.0,22.0,0.7,104.0,4.0,4.0,1172.0,1217.0,2192.0,9.0,7.0,13.0,1.0,0.0,1.0,2.0
714,1410.0,1.0,0.5,1.0,0.0,1.0,15.0,0.3,92.0,3.0,1.0,192.0,1311.0,2304.0,18.0,4.0,18.0,1.0,1.0,0.0,2.0
715,578.0,1.0,0.5,0.0,9.0,1.0,62.0,0.3,170.0,5.0,13.0,626.0,1134.0,2977.0,15.0,12.0,5.0,1.0,1.0,1.0,2.0
716,643.0,0.0,1.0,0.0,9.0,1.0,18.0,0.2,187.0,8.0,12.0,442.0,1079.0,2648.0,7.0,5.0,18.0,1.0,1.0,1.0,1.0
717,1454.0,1.0,1.6,0.0,6.0,1.0,21.0,0.2,160.0,4.0,10.0,186.0,1100.0,719.0,14.0,10.0,10.0,1.0,1.0,1.0,0.0
718,1647.0,0.0,1.4,1.0,3.0,1.0,38.0,0.3,102.0,6.0,15.0,193.0,1185.0,2532.0,16.0,14.0,15.0,1.0,0.0,1.0,2.0
719,517.0,0.0,1.4,1.0,3.0,1.0,33.0,0.8,183.0,4.0,8.0,660.0,974.0,3704.0,17.0,16.0,11.0,1.0,0.0,1.0,3.0
720,712.0,1.0,0.5,1.0,3.0,1.0,35.0,0.2,84.0,2.0,10.0,558.0,1208.0,2190.0,16.0,12.0,4.0,1.0,1.0,1.0,1.0
721,1127.0,1.0,2.9,1.0,5.0,1.0,57.0,0.8,163.0,1.0,13.0,928.0,1049.0,2048.0,11.0,5.0,17.0,1.0,1.0,1.0,1.0
722,621.0,1.0,2.7,1.0,0.0,0.0,54.0,0.1,151.0,4.0,20.0,434.0,910.0,2801.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0
723,1077.0,1.0,2.5,0.0,13.0,1.0,49.0,0.6,131.0,4.0,14.0,334.0,1079.0,3454.0,17.0,11.0,2.0,1.0,0.0,1.0,3.0
724,1638.0,0.0,1.0,0.0,6.0,0.0,2.0,0.2,189.0,1.0,11.0,440.0,563.0,2299.0,19.0,9.0,9.0,1.0,1.0,1.0,2.0
725,1680.0,1.0,1.2,1.0,6.0,1.0,37.0,0.7,168.0,4.0,7.0,679.0,1231.0,1459.0,15.0,3.0,2.0,1.0,1.0,0.0,1.0
726,1922.0,0.0,0.5,0.0,15.0,1.0,42.0,0.6,153.0,8.0,16.0,725.0,1882.0,3564.0,12.0,1.0,17.0,1.0,0.0,0.0,3.0
727,1117.0,1.0,0.5,1.0,2.0,0.0,21.0,0.1,177.0,2.0,19.0,495.0,1035.0,1999.0,15.0,9.0,2.0,1.0,0.0,1.0,1.0
728,1414.0,0.0,2.6,0.0,1.0,0.0,27.0,0.6,137.0,4.0,20.0,804.0,1564.0,312.0,5.0,2.0,8.0,0.0,0.0,1.0,0.0
729,1824.0,1.0,1.9,1.0,9.0,1.0,2.0,0.7,103.0,1.0,14.0,50.0,1105.0,3958.0,12.0,2.0,19.0,1.0,1.0,0.0,3.0
730,1631.0,0.0,0.9,1.0,2.0,1.0,3.0,0.1,198.0,7.0,12.0,177.0,1905.0,301.0,13.0,5.0,13.0,1.0,0.0,0.0,0.0
731,823.0,1.0,0.5,0.0,0.0,0.0,39.0,0.4,187.0,8.0,4.0,630.0,888.0,294.0,13.0,9.0,11.0,0.0,0.0,1.0,0.0
732,1086.0,0.0,2.7,0.0,0.0,1.0,24.0,0.1,135.0,8.0,19.0,1874.0,1976.0,3930.0,17.0,1.0,18.0,1.0,1.0,1.0,3.0
733,537.0,1.0,2.0,0.0,1.0,1.0,55.0,0.3,103.0,7.0,2.0,1041.0,1430.0,2029.0,10.0,5.0,12.0,1.0,1.0,1.0,1.0
734,672.0,1.0,0.6,1.0,13.0,0.0,61.0,0.1,194.0,5.0,20.0,724.0,1127.0,1457.0,14.0,10.0,20.0,1.0,0.0,1.0,0.0
735,1188.0,1.0,1.2,0.0,5.0,,41.0,0.6,135.0,2.0,15.0,1235.0,,1152.0,19.0,4.0,,1.0,0.0,0.0,2.0
736,1129.0,1.0,2.8,1.0,0.0,0.0,49.0,0.5,185.0,2.0,2.0,1070.0,1079.0,1857.0,8.0,4.0,5.0,1.0,1.0,1.0,1.0
737,1576.0,1.0,2.2,0.0,8.0,0.0,5.0,0.7,139.0,3.0,17.0,258.0,789.0,3904.0,5.0,1.0,7.0,1.0,1.0,1.0,3.0
738,1221.0,0.0,2.3,0.0,7.0,1.0,35.0,0.4,152.0,7.0,19.0,765.0,1899.0,2638.0,19.0,16.0,14.0,1.0,1.0,1.0,2.0
739,950.0,1.0,0.5,0.0,9.0,0.0,55.0,0.1,156.0,5.0,10.0,774.0,843.0,1095.0,14.0,12.0,13.0,0.0,1.0,0.0,0.0
740,625.0,1.0,1.9,0.0,12.0,1.0,33.0,0.2,191.0,1.0,20.0,431.0,550.0,3801.0,10.0,6.0,2.0,1.0,0.0,0.0,2.0
